id,x_0,y_0,sharpness,roundness1,roundness2,npix,sky,peak,flux_0,mag,group_id,x_fit,y_fit,flux_fit,flux_unc,x_0_unc,y_0_unc,iter_detected
4,8.316724959181627,0.9682021003477632,0.2871158242294243,-0.35393187403678894,-1.1770797698550506,25,0.0,8.047830581665039,99.93226623535156,-4.999264340821402,1,9.421626230120225,0.963486576085439,206.67719250153877,0.5594633425336372,0.2908286888699363,0.4432529778905185,1
17,1.1313558417107,4.277902808518558,0.23053099030483543,0.6304453015327454,1.8062578780937324,25,0.0,3.596644401550293,34.26409149169922,-3.8370980525991616,1,9.509492668997453,12.3170027796977,803.7300953930958,0.23779485961002594,0.1163226754503304,0.19356272272415473,1
2,53.47868191530391,1.7151065149436127,0.7948251630931215,-0.7226279973983765,-1.635883920335161,25,0.0,0.4096359610557556,2.3713510036468506,-0.9374896058064065,2,63.743207448376076,0.9931244363224416,29.376538186832907,0.2160859714451876,0.014065871985698907,0.011788193915335119,1
26,55.38891048100012,8.168584046195342,0.3834803412787511,-0.041408125311136246,-0.08487413562586922,25,0.0,8.384652137756348,82.50727844238281,-4.791230654645576,2,55.41190411088744,8.315276485559075,221.54623208328908,0.30165571788073176,0.00698991746811984,0.005650057992299477,1
14,21.676337199057937,4.375202334929826,0.37046362353121604,0.13587597012519836,0.0331526915385408,25,0.0,1.8073917627334595,6.782346248626709,-2.0784498934302493,3,22.149752655183097,3.6870782396427133,68.28593809530497,0.10979332608977678,0.13012385906630472,0.10382084190700942,1
18,29.53429915505627,6.3124070069473435,0.4017163452029912,-0.23308607935905457,0.1259748344381822,25,0.0,1.9406812191009521,11.294953346252441,-2.6322111035223243,3,30.311613916423266,8.305371752509888,59.9238359472063,0.08956770537289838,0.009664322733015124,0.00793915071386464,1
29,21.806555761286013,8.782042961602372,0.3944433762334709,-0.24890433251857758,-0.017670482242953763,25,0.0,3.2014694213867188,22.65093421936035,-3.3877152971023747,3,21.27934891333058,10.396729900947129,93.84003459828457,0.12522925022365564,0.022232317792095627,0.026017296467424463,1
6,44.5944285742663,1.708537480623669,0.29112879035626144,-0.6636298298835754,-1.1501137952625071,25,0.0,0.6303656101226807,5.380256175994873,-1.8270073867367234,4,41.290166982015975,8.098354900541057,45.651695196387635,0.09756890970993427,0.06335738767524876,0.056588115286103635,1
25,43.17786214940135,8.1790582572566,0.5474043586999863,0.36525556445121765,0.4282142873727998,25,0.0,1.241697907447815,1.8804316520690918,-0.6856438819277095,4,48.81403327957496,11.954134691358954,23.8914098360366,0.24407185326349462,0.031176404260804976,0.02355249289977168,1
33,38.49459469522223,10.886822799175201,0.3860023500096924,-0.03738055005669594,-0.20726778884663732,25,0.0,4.6495819091796875,40.07258224487305,-4.0071183223012214,4,38.16373713440572,11.901622993346397,109.6535520722156,0.3043860029635435,0.025289157098698358,0.023871515693017452,1
43,34.90829859463402,18.647701504309406,0.366820161712481,0.31016406416893005,-0.26654825567430407,25,0.0,1.1644588708877563,6.248289585113525,-1.989402873196807,4,30.684742257126317,19.20423849458306,38.60664709429045,0.09857970196342387,0.017544401922282286,0.01353367634248406,1
7,64.72600677223178,1.07829568893014,0.32301058193330984,-0.4642823338508606,-0.7597291581560494,25,0.0,1.3944960832595825,19.087865829467773,-3.201893434093306,5,66.66876620270169,1.1316613345538549,12.932832954667898,0.12027558593701679,0.16143345416175411,0.11245062953077914,1
