    mch    max      nmg    fet     nU   nB   nV   nR   nI    hU   hB   hV   hR   hI     RA (2000.0) Dec        dRA   dDec
    101     63      607     31      8    8    8    2    2     7    7    7    2    2  10 56 00.42 -00 49 18.2   36.6  72.3   L102 
    674    634     7278    406    311  337  366  366  365    95  105  118   96  106  10 58 08.50 -38 43 44.1   23.5  20.4   WD1056 
   1566   1345   239171    984      0  948  955    0  715     0   13   19    0    6  11 05 44.08 -58 42 58.8   19.4  19.8   NGC3532 
    461    403     1744    173     96  118  146  153  153    27   34   35   55   45  11 07 51.92 -05 13 02.1   23.5  19.3   G163_50 
   2111    478    91104   1570      0 1369 1319   58 1395     0   48   36    5   57  11 13 15.63 +22 09 05.7   40.9  34.5   LeoII 
    633    118    20824    403      0  307  303  301  303     0    9    8   18   23  11 25 15.23 -43 13 17.0   27.1  32.4   NGC3680 
   1103    335    65892    433    186  365  365  255  288    21   30   29   19   38  11 28 49.48 +28 58 18.3   34.0  33.1   Pal4 
    392     61    23620    291      0  264  262    0  138     0   14   15    0   19  11 31 01.91 +02 12 14.8   33.4  34.8   LeoV 
    628     81    34091    213      0  184  187    0  113     0   11   15    0   18  11 32 51.69 -00 31 36.2   31.9  27.7   LeoIV 
    824    208    17976    504      0  432  472    0  473     0   50   46    0   51  11 48 48.83 -18 25 08.8   33.6  34.4   Crater2 
    232    171    59736    322      0  313  318    0  318     0   23   24    0   39  11 50 47.84 -55 40 05.3   21.0  19.5   NGC3960 
    377    156     3501    127      4    7    8   15   15     4    7    7   14   14  11 55 34.82 -00 48 15.7   47.5  48.4   L103 
    639    532     8514    441    306  393  438  438  438    37   53   82   77   78  11 56 09.48 -48 39 51.7   19.1  18.7   WD1153 
   1101    433    10681    638    116  552  564  454  536    17   52   65   38   43  12 05 15.19 -45 39 38.4   34.0  32.6   E5 
    401    403     2793    392      0  264  325  380  380     0   22   26  121  153  12 07 47.33 -39 35 11.3   19.9  19.9   2m1207 
   1506    724    13284   1237    501  918  935  425  752    25   56   71   34   57  12 09 46.99 +18 32 44.7   33.8  28.7   NGC4147 
    479    205   107061    642      0  607  614  201  613     0   11   18   13   23  12 25 30.73 -72 36 37.5   31.8  28.0   NGC4372 
    772    191    12847    405      0  248  289  355  356     0    9    9   23   28  12 26 33.37 +23 53 48.2   33.3  33.6   ComaBer 
    160     22    85586     33      0    9    9   11   11     0    5    5    5    5  12 31 44.21 -63 38 48.7   27.8  16.6   Globule 
    245    148     2927     23      0   15   17   17   15     0   10   11   10    8  12 33 55.28 +07 40 30.1    6.2   7.4   NGC4526 
    140     80    78223    283      0  272  273    0  212     0   13   13    0    5  12 38 21.79 -68 22 24.3   18.8  19.3   Cr261 
    413    186    56102    470    146  184  202  186  192    23   12   19   12   14  12 38 40.38 -51 08 11.6    7.9   9.7   Rup106 
   1353    648    67023   1392    209 1094  894  855  839     6   53   70   36   71  12 39 09.09 -26 41 05.3   33.5  38.3   NGC4590 
